dof  u jacobi1     chebyshev1  ssor1       jacobi4     chebyshev4  ssor4       jacobi16    chebyshev16 ssor16
 175 1 0.004102000 0.000850153 0.002410470 0.075236900 0.000777405 0.004468900 0.070932800 0.030595000 0.007062840
 176 1 0.005409380 0.001804510 0.000385497 0.169677000 0.015135600 0.006913460 0.216249000 0.133205000 0.027506000
 177 1 0.005340190 0.003284000 0.000425120 0.004645780 0.003248740 0.000052317 0.219827000 0.141558000 0.060954500
 178 1 0.006710010 0.001619670 0.002106380 0.055248100 0.006224300 0.013296200 0.042606300 0.042816400 0.030875700
 179 1 0.020983500 0.004214890 0.002027230 0.066608600 0.002815310 0.000356348 0.020483100 0.014599500 0.016910500
 180 1 0.005412750 0.005782780 0.000097935 0.164024000 0.013303300 0.036899800 0.077732400 0.022757100 0.021886400
 181 1 0.007394570 0.002500960 0.000490297 0.046895400 0.000520590 0.011124500 0.080927600 0.036392200 0.000080909
 182 1 0.017578700 0.003291500 0.004210050 0.054199300 0.007337340 0.002473440 0.107631000 0.080442100 0.060250900
 183 1 0.017403000 0.003597480 0.003606530 0.105518000 0.000416268 0.014725200 0.083293000 0.075556200 0.048450600
 184 1 0.005087610 0.002311310 0.001063570 0.024041600 0.007411340 0.004560010 0.192305000 0.149838000 0.096512500
 185 1 0.004910640 0.000828404 0.001194090 0.026378300 0.006477880 0.000594773 0.125424000 0.066414000 0.059220800
 186 1 0.005399830 0.003841230 0.000643700 0.047369900 0.000437495 0.015131800 0.042985300 0.016813500 0.004020300
 187 1 0.010525400 0.001137140 0.000627655 0.050696100 0.001200580 0.019040800 0.351733000 0.236642000 0.084845700
 188 1 0.015740900 0.003366770 0.001357790 0.078028600 0.004464340 0.011372200 0.169474000 0.125414000 0.078439400
 189 1 0.016054800 0.003315490 0.000870037 0.114784000 0.006561920 0.018729200 0.044525600 0.008065630 0.015458800
 190 1 0.014049700 0.003834480 0.002765040 0.090011400 0.007452990 0.008893240 0.009168480 0.013158700 0.019528300
 191 1 0.014148400 0.003140900 0.003250040 0.032017000 0.001092330 0.001789890 0.201667000 0.124051000 0.077974800
 192 1 0.011584300 0.000129520 0.000824691 0.049491800 0.001000420 0.000913191 0.068240700 0.040187800 0.030243000
 193 1 0.010824100 0.001247180 0.000848296 0.051511600 0.001910690 0.025862600 0.129553000 0.084780600 0.064885400
 194 1 0.008920280 0.000909215 0.001728990 0.123929000 0.006409060 0.018741000 0.086725300 0.059559500 0.070681400
 195 1 0.008255300 0.001195330 0.000401776 0.087089100 0.007304890 0.031793600 0.025851100 0.027856600 0.041400200
 196 1 0.009699520 0.001339090 0.001173840 0.032401800 0.003308790 0.003314250 0.109111000 0.050104000 0.027451000
 197 1 0.011927400 0.003536750 0.002289040 0.061738700 0.005164110 0.018725500 0.225138000 0.111917000 0.073049800
 198 1 0.012636700 0.002838950 0.002715560 0.058851000 0.003268890 0.014579400 0.011883400 0.011224900 0.000435373
 199 1 0.015475100 0.003820220 0.005400310 0.068472400 0.007586510 0.006502670 0.133019000 0.069491700 0.074891500
 200 1 0.015475100 0.003820220 0.005520000 0.034627200 0.003926700 0.008183510 0.073302300 0.050923900 0.029191600
 201 1 0.015034100 0.003716950 0.004549490 0.083824100 0.009664210 0.039191700 0.147384000 0.072859000 0.010230700
 202 1 0.015034100 0.003716950 0.004456460 0.061080500 0.003547310 0.018987700 0.220278000 0.120162000 0.061995800
 203 1 0.008321730 0.002820570 0.001314360 0.060731500 0.001784050 0.000134700 0.045158000 0.040169900 0.033186100
 204 1 0.009097630 0.000813348 0.001556980 0.041896300 0.004073600 0.005971050 0.201368000 0.116406000 0.041830300
 205 1 0.014326800 0.003542970 0.003581750 0.004650750 0.003182280 0.000891541 0.122217000 0.075320500 0.043897300
 206 1 0.014326800 0.003542970 0.003533700 0.087532200 0.009484730 0.013503800 0.036952000 0.001224100 0.008742140
 207 1 0.010342500 0.003278300 0.002851320 0.024085400 0.002207860 0.006847600 0.096125400 0.058180200 0.005381720
 208 1 0.010338700 0.003277380 0.002664730 0.006106230 0.006782080 0.012798700 0.113889000 0.025266000 0.037483500
 209 1 0.013392100 0.003296950 0.003479760 0.022681000 0.012542400 0.014362200 0.240619000 0.125513000 0.053771300
 210 1 0.013392100 0.003296950 0.003530450 0.054233600 0.000496964 0.020483500 0.237251000 0.128696000 0.062175700
 211 1 0.005868510 0.001116560 0.000133187 0.049383000 0.008079840 0.019087900 0.144766000 0.082122800 0.033343200
 212 1 0.008540180 0.001494070 0.000038315 0.018356500 0.003798670 0.012831600 0.108639000 0.053307400 0.041822500
 213 1 0.012279600 0.002979720 0.001011860 0.022649700 0.002889570 0.003524740 0.101450000 0.060569900 0.038238300
 214 1 0.012279600 0.002979720 0.000956238 0.001202010 0.005400980 0.001352610 0.042804600 0.022683000 0.012049300
 215 1 0.009442880 0.000532768 0.001258750 0.080261100 0.005316130 0.015324600 0.141619000 0.077411400 0.041203200
 216 1 0.002514550 0.000237284 0.000857447 0.108148000 0.001502510 0.013805700 0.236213000 0.134510000 0.083948300
 217 1 0.007105420 0.001103560 0.001049970 0.082477000 0.011291000 0.026215700 0.111790000 0.072683300 0.008868260
 218 1 0.007115060 0.001102080 0.001231860 0.126881000 0.013412100 0.025563500 0.034432900 0.021709400 0.007104010
 219 1 0.011045000 0.002596580 0.003407870 0.031511800 0.000800084 0.017704900 0.097687400 0.046268600 0.012909500
 220 1 0.011045000 0.002596580 0.003490000 0.062414100 0.009297350 0.013615200 0.215819000 0.090420000 0.048626300
 221 1 0.009745440 0.002159330 0.000308432 0.031013600 0.001271250 0.015703900 0.007005300 0.013092600 0.023426500
 222 1 0.009745440 0.002159330 0.000284075 0.034448200 0.000158830 0.010724700 0.061322300 0.021922400 0.008736760
 223 1 0.006854520 0.001280560 0.000563000 0.037074100 0.006893090 0.011394600 0.063582800 0.021016800 0.004471350
 224 1 0.007912150 0.001089820 0.000026034 0.064282800 0.002199010 0.014068100 0.242727000 0.145634000 0.053814600
 225 1 0.002556610 0.002481120 0.000254773 0.001842000 0.008935150 0.018381400 0.044266800 0.021419200 0.035188900
 226 1 0.003525790 0.000070679 0.000306561 0.088155800 0.001590500 0.003645290 0.125777000 0.059904800 0.017724800
 227 1 0.003140520 0.001084270 0.000031917 0.086957200 0.000621132 0.020789000 0.074669900 0.019140800 0.000708663
 228 1 0.008435770 0.001687940 0.002267550 0.040125800 0.003994370 0.012840000 0.122283000 0.059714100 0.043104000
 229 1 0.008435770 0.001687940 0.002195980 0.000969461 0.000111088 0.009133750 0.053770700 0.013258200 0.025858600
 230 1 0.002328580 0.000466869 0.002184600 0.005118460 0.001563690 0.008142670 0.002699130 0.003284500 0.007555740
 231 1 0.011234500 0.002225240 0.002333060 0.072759600 0.010042200 0.021271300 0.108817000 0.041596500 0.035144700
 232 1 0.001891120 0.000393911 0.002396760 0.023869500 0.009153230 0.005931410 0.116254000 0.065904500 0.072543800
 233 1 0.011294100 0.002256720 0.002443710 0.007371070 0.000715255 0.000071891 0.071899500 0.001411770 0.000512345
