dof  u jacobi1     chebyshev1  ssor1       jacobi4     chebyshev4  ssor4       jacobi16    chebyshev16 ssor16
  56 1 0.319803000 0.128706000 0.051500400 0.580808000 0.413053000 0.179418000 0.491952000 0.417960000 0.193255000
  57 1 0.310230000 0.120684000 0.071486900 0.574098000 0.390993000 0.276325000 0.654166000 0.579098000 0.287813000
  58 1 0.308260000 0.119055000 0.070253600 0.499989000 0.357019000 0.164013000 0.573023000 0.503565000 0.167926000
  59 1 0.295365000 0.108587000 0.040513700 0.536035000 0.392404000 0.252847000 0.648567000 0.608039000 0.487196000
  60 1 0.289328000 0.103801000 0.074124200 0.591476000 0.397245000 0.257661000 0.594519000 0.514462000 0.137031000
  61 1 0.281150000 0.097441800 0.074839600 0.364862000 0.233801000 0.066407500 0.555788000 0.472884000 0.196623000
  62 1 0.276641000 0.093995600 0.064746900 0.325267000 0.209208000 0.069586300 0.246183000 0.162332000 0.029829700
  63 1 0.273146000 0.091355700 0.049071100 0.572974000 0.395614000 0.203119000 0.615734000 0.535302000 0.303414000
  64 1 0.269847000 0.088887500 0.027092500 0.608624000 0.402439000 0.218872000 0.634878000 0.580300000 0.395003000
  65 1 0.268032000 0.087540200 0.069596300 0.330428000 0.204375000 0.106330000 0.684550000 0.610791000 0.321536000
  66 1 0.266695000 0.086552300 0.066506300 0.564593000 0.378784000 0.214101000 0.581942000 0.502150000 0.249379000
  67 1 0.262212000 0.083268500 0.032219000 0.311945000 0.180897000 0.161498000 0.286846000 0.198371000 0.091392600
  68 1 0.256863000 0.079411000 0.024846800 0.521671000 0.330342000 0.145227000 0.548392000 0.465154000 0.158369000
  69 1 0.250692000 0.075041600 0.050310400 0.500403000 0.309109000 0.108698000 0.719063000 0.674382000 0.489703000
  70 1 0.243430000 0.070015200 0.058752100 0.392005000 0.227884000 0.066786000 0.346140000 0.249102000 0.085827100
  71 1 0.236509000 0.065343200 0.023972000 0.627223000 0.369533000 0.242159000 0.479073000 0.386092000 0.231687000
  72 1 0.230040000 0.061082600 0.079999800 0.517582000 0.336888000 0.128739000 0.466582000 0.377387000 0.027149400
  73 1 0.224692000 0.057640400 0.038094700 0.478928000 0.296451000 0.115196000 0.441166000 0.358450000 0.068460400
  74 1 0.224655000 0.057616700 0.028813100 0.441385000 0.249388000 0.138129000 0.479251000 0.389118000 0.153250000
  75 1 0.210816000 0.049054400 0.014474900 0.629385000 0.388644000 0.258214000 0.687968000 0.605440000 0.385030000
  76 1 0.210525000 0.048879900 0.018482400 0.328176000 0.181046000 0.055453900 0.625788000 0.536989000 0.324063000
  77 1 0.210041000 0.048590000 0.027258500 0.393106000 0.247053000 0.138777000 0.416287000 0.340802000 0.139955000
  78 1 0.207103000 0.046844100 0.042677700 0.486823000 0.297303000 0.133422000 0.376714000 0.289498000 0.153658000
  79 1 0.204146000 0.045110400 0.051552200 0.400205000 0.267490000 0.133374000 0.520365000 0.449232000 0.315472000
  80 1 0.200926000 0.043250500 0.012818600 0.450343000 0.260352000 0.142566000 0.396928000 0.305353000 0.111267000
